@relation D__cs583_researchProj_data

@attribute text string
@attribute @@class@@ {mixed,negative,neutral,positive}

@data
'$AAPL China launch Nov.11th',neutral
'$TGT Devon Energy Corp. Given New $64.00 Price Target at Raymond James (DVN)',neutral
'@tierrapartners sorry 497.25 needs to be broken with heavy vol $aapl',neutral
'RT @FoxBusiness: #Gap shares trip on surprise Sept. sales slump. $GPS â€“7\% as all 3 brands suffer declines:  via @MattMEgan5',neutral
'$MMM - 3M Invests in TaKaDu',neutral
'$GILD worth watching',neutral
'SunTrust Initiates Coverage on $HD as Recovery Story Has a Long Way to Go',neutral
'Taking off some $GOOG 920 calls here I put on into earnings for +22.5\%',neutral
'\"@IdoDaVinci Ouaip, c\'est ça d\'avoir le $wag ! \"',neutral
'$PCLN earnings date announced',neutral
$EBAY,neutral
'$OKE 1st Century Bancshar Rating Lowered to Neutral at Zacks (FCTY)',neutral
'$INTC Intel Earnings: What Wall Street Is Saying',neutral
'Bought $FSLR 45.75',neutral
'RT @LisaDove33: #PD1 safe/effective #BristolMyersSquibb $BMY says:',neutral
'@BWB79 I locked my profits in $MSFT and will re-enter next week if keeps good',neutral
'$CME calls up 34\%   holding',neutral
'$PKI PerkinElmer, Inc. (PKI) Ex-Dividend Date Scheduled for October 16, 2013',neutral
'RT @glennskwilliams: TX largest electricity provider: \"Energy Future Said Near Bankruptcy Loan Exceeding $3 Billion\"',neutral
'\"$STZ Technical Study: Constellation Brands Inc., Anheuser-Busch InBev S.A./N.V. ... \"',neutral
'$DD Dow to sell polypropylene catalyst business to W.R. Grace',neutral
'$NBL New chapter for today\'s e-readers',neutral
'$MKC Record Number of Students Enrolled in Ethiopia Speed School Program',neutral
'$FDX CORRECTING and REPLACING FedEx Ground Names Entrepreneurs of the Year..',neutral
'$MOS New town centre mosaic',neutral
'$TWC DIARY-S&P 500 EARNINGS MONTH AHEAD',neutral
'$AAPL Nov Block Trade: 169 trade. $8.5 MM notional value.',neutral
'Did $AAPL buy $BBY?',neutral
'BAC - broke out of pennant on the 1 minute chart. $BAC',neutral
'$WFC Linc Energy Ltd-ADR(OTCMKTS:LNCGY), Wells Fargo & Co(NYSE:WFC ...',neutral
'Ascending Triangle on Daily $INTC',neutral
'@TradeTexasBig $RL stick to cream of crop always first',neutral
Funny,neutral
'Coca-Cola, Citigroup And Johnson & Johnson Release Earnings- $YHOO',neutral
'obama will tax $MDT over my dead body! #freedom',neutral
'$INTC nHODs. Hmm mega squeeze possible? Please :/',neutral
'$GIS hitting the HPS Target Zone. Another great Setup working out - TradingView...',neutral
'$GOOG about to flip the switch here',neutral
'$MYL - Mylan Appoints Jacek Glinka as President of Mylan\'s European Business',neutral
'Kroger $wag',neutral
'$PPG Ppg Industries Inc files Form 8-K (Events or Changes Between Quarterly Report..',neutral
'RT @AAPL_trader: $AAPL ripping shorts NEW faces',neutral
'$GE 25.5 target',neutral
'$IP Neenah Paper, Inc. (NP): Neenah Paper\'s Specialty Focus Sets It Apart',neutral
'$AMZN stock quote, 10:16am: 309.0915 +2.6915 (+0.88\%).',neutral
'RT @s_camtx: #IWillListen #pharma will you #SaveLockysDad @NickAuden give the drug PD1 via #CompassionateUse Sign/RT',neutral
'$NOC 5 Dividend Stocks Focused on Defense',neutral
'$S upgraded this morning. Large put sale 2 days ago for about $500,000 on the November 6x puts. Up about 30\% here >',neutral
'RT @SwatOptions: $SPY for 170\'s  and $GS for 160\'s',neutral
'RT @AaronLucchetti: JP Morgan has the big legal reserve, but Wells Fargo shares are the ones down 2\% today @sha',neutral
'$NFLX doesnt care',neutral
'$CZR ex $CGP: The $JCP of Casino Stocks',neutral
'RT @Cunningham_PI: BlackRock\'s AUM surpasses the $4 trillion mark. $BLK @blackrock',neutral
'\"$CINF THE ZACKS ANALYST BLOG HIGHLIGHTS: Staples, Citi Trends, Lumber ... \"',neutral
'$AAPL Quick fib levels:',neutral
'$PGR Earnings Schedules, New Product Offerings and Launches - Research Report ...',neutral
'\"RT @SeekingAlpha: The 5 Must-Watch Market Movers Week Of October 14, 2013 ?\"',neutral
'\"$BBY consistent calls , posted yesterday analyzing institutional flow :) \"',neutral
'\"$INTC 7652 Contracts with expiration at Out.18, 2013 PUT 20,0 at 0,04$ (ASK) - trade details \"',neutral
'$MRK Merck ?Little Appeal Despite Recently Announced Cost Cuts ?Merck &amp; Co. Inc ...',neutral
'\"@StockTradingGrp: 97\% of $PCLN stops @ entry price - 1\% @ LOD - 1\% @ yesterdays close @ 1\% @ yesterdays close\"> yday LOD',neutral
'$PBCT Federal government prepares $24-million oil sands advertising blitz',neutral
'$var = flase;',neutral
'$hastag $dollar $sign $hahah $but $limite $d $letter $s',neutral
'Buying back what I sold of $MU here.',neutral
'$aapl wants a 5 handle. Git it!',neutral
'P&G and NFL Cornerback Charles “Peanut” Tillman Urge Early Detection as ... $PG',neutral
'It is the right thing to do $BMY (Bristol-Myers Squibb) #BMS #SaveLockysDad @SaveLockysDad',neutral
'Completed half of my call spread in $aapl that went on the VTF at $488ish Friday.  Will wait to sell the other half',neutral
'\"$HST #SocialSkim: Social Media This Week, Including Facebook\'s Media Partners ... \"',neutral
'Oil Drillers Eye Recipe To Make Tuscaloosa Shale Gush $SN',neutral
'Get free 30 day trial for Options trades with 15\% to 90\% returns $AAPL $GOOG',neutral
'Get blockbuster earnings trades with free 30-day Options trial service $CMG $CAT',neutral
'i saw that, VLO is not expensive, $COP is.. @alsabogal @TweetLeni',neutral
'@FastMoneyLydia @CNBCFastMoney $EXPE buy on downgrade?',neutral
'$CA Steel Dynamics Inc. to Host Third Quarter Earnings Webcast Live on Thursday ...',neutral
'$WLP Earnings Preview: UnitedHealth reports 3Q Thursday',neutral
'$COF Wall St set for higher open on hopes of fiscal deal',neutral
'More Than iPads From Apple On October 22?  $BBRY',neutral
'.@NickAuden & @andi_sloan show why #CompassionateUseReform is so necessary. Read: $BMY',neutral
'Most Active Options Update: Bank of America Corp (BAC) $BAC',neutral
'$RRC Cintas Aligns with American Society of Safety Engineers to Advance Worker Safety',neutral
'$SJM Join The J.M. Smucker Company and CASAColumbia? for Family Day',neutral
'$BAX 67',neutral
'Commented on: \"McDonald\'s: Look Who\'s Paying The Bills\" $MCD',neutral
'\"$JNJ Updates, advisories and surprises \"',neutral
'$GE Ronald Reagan Presidential Foundation and GE Open Applications for Annual College Scholarship Program',neutral
'\"@InvestorNewsNow: Yahoo!\'s Earnings Report Wasn\'t Just About Yahoo! $AAPL\"',neutral
'$ICE Key Market Movers Roundup: Helen of Troy, IntercontinentalExchange, KKR ...',neutral
'$LRCX Applied Materials, Marvell Technology Face Rising Short Interest (AMAT, MRVL ...',neutral
'$INTC Macquarie Downgrades Intel as Expectations Need to Reset',neutral
'$DFS Active Stock\'s Momentum: Market Vector Russia ETF Trust (NYSEARCA:RSX ...',neutral
'$FDX to the moon',neutral
'\"$NDAQ Pre-Market Most Active for Oct 14, 2013 : BAC, ALU, FB, AMD, SIRI, QQQ, MU ... \"',neutral
'Los futuros iPhone y iPad podr¡an tener control ocular @mrfinance1000 $aapl',neutral
'\"$ANF Scott Raab on Weeden, more Chief Wahoo, political correctness, and the ... \"',neutral
'@CramersShirt any opinion on $GS into earnings after $C results?',neutral
'RT @SeekingAlpha: Bank Of America: 4 Reasons To Stay Bullish Post-Earnings $BAC',neutral
'$JPM JPMorgan\'s Dimon says company needs to focus \'where it can win\'',neutral
'$AMZN level to watch 305.28',neutral
'THE PROCTER & GAMBLE COMPANY : P&G and NFL Cornerback Charles ... $PG',neutral
'here\'s the 2yr $CMG perspective.may take earns loto tix. coin flip: fill lower gap or reach for 500.',neutral
'ALERT::$ALL you twerkers$TWERK ATHONSat Oct19th \%$\%IBIZA\%&\%$ !!!VIP TABLES AVAILABLE!!! (202)705-5776',neutral
'@StephYFinance @DailyTicker  Or..does it highlight stronger demand for 5S...maybe part of the brilliance over at $AAPL (fd: core-long $AAPL)',neutral
'A Couple Of Leon Cooperman\'s Top Picks $QCOM',neutral
'$ORCL Traders Recap - Titan Pharmaceuticals, Inc.(OTCBB:TTNP), Oracle Corporation ...',neutral
'@sanglucci MasterCard, the preferred choice of female dogs everywhere. $MA #bitchesbecray',neutral
'\"RT @WVFeministArmy: $BMY (Bristol-Myers Squibb) #SaveLockysDad Provide @NickAuden your safe/effective drug, PD1 via #CompassionateUse \"',neutral
'RT @WVFeministArmy: .@andi_sloan says #FightNotFinished #SaveLockysDad Site: h?',neutral
'Another problem with Boeing\'s #787 today - a panel fell off an Air India plane while it was in flight. $BA is rising with the broader market',neutral
'$RRC DIARY-S&P 500 EARNINGS MONTH AHEAD',neutral
'$PEP Pepsico, Inc. (NYSE:PEP) and Michael Kors Holdings Limited (NYSE:KORS ...',neutral
'@dieinyousarms @legitexo $hot',neutral
'Critical Alerts for $F, $NPSP, $QCOM, $DAL, and $UNP from InvestorsObserver today: #CoveredCalls',neutral
'$MCK has crossed the Long Level Up To Learn More',neutral
'\"I like CS analyst John Pitzer\'s take on Intel Q3 \"\"Threading the needle, not changing the debate.\"\" He\'s bullish w/$30 target by the way $INTC \"',neutral
'RT @WVFeministArmy: Why am I up at 3:00 am tweeting for a Man I have never met? Because it is the right thing to do.  $BMY (Bristol-Myers S?',neutral
'@allstarcharts: This weekend\'s market video is out! $VXX',neutral
'Anyone playing the $CMG earnings tonight? Considering it here…  What about $EBAY ?',neutral
calls,neutral
'Majorly key. Shouldn\'t expect much without a significant collapse in production & supplies. Demand alone won\'t do it. @DNev47 $AA #aluminum',neutral
'Listen to $WFC Q3 2013 earnings call - live at 10:00 AM, ondemand after -',neutral
'$GOOG reports #earnings after the bell tmrw “@RSI_Trader: Open positions on $GOOG & $PCLN calls, both profitable. Will hold.”',neutral
'$hastag $dollar $sign $hahah $but $limite $d $letter $s',neutral
'\"$HCN Intraday Movers: Medical Properties Trust, Inc. (NYSE:MPW), Alon USA Energy ... \"',neutral
$BHI,neutral
'$HST Hilton Worldwide Team Members Unite to Celebrate Day 4 of Global Week of ...',neutral
'@GantosJ why $BMY ripping? any target for near term? thx.',neutral
'\"RT @OptionsFlux: $BAC 9943 Contracts with expiration at Nov.15, 2013 CALL 15,0 at 0,16$ (ASK) - trade details \"',neutral
'\"$CTXS Analyst Upgrades & Downgrades ?Koninklijke, Citrix Systems, Johnson ... \"',neutral
'Get blockbuster earnings trades with free 30-day Options trial service $CMG $CAT',neutral
'$GOOG Google Shared Endorsements: Who Are the Real Winners and Losers? - WordStream (blog)',neutral
'$CHK Why the Utica Shale Might Be the Best Shale Play in the U.S.',neutral
'$HOT New Sheraton Hotel and Conference Center Slated to Open in McKinney, Texas..',neutral
'Steve Jobs\' Ex-Girlfriend Has Written A Book Describing Their \'Nights Of Lovemaking\' In The 1970s $AAPL',neutral
'$PBCT China enacts new visa regulations',neutral
'$NFLX  $CMCSZ  $OUTR Netflix in discussions with Comcast (CMCSA) and other cable cos to make service',neutral
'RT @SaveLockysDad: Go to',neutral
'$ADI VIA Festival 2013',neutral
'Ireland says it will #close Apple #tax #loophole      $AAPL      @MarketWatch',neutral
'\"$DRI Pre-Market Review: Darden Restaurants Inc., Brinker Intl. Inc., Carnival Corp ... \"',neutral
'BLOCK TRADE detected in $YHOO',neutral
'$ANF Hijab: When does curiosity become discrimination?',neutral
'$TSS Medbox and Its Clients Benefit From Another Huge Arizona Court Ruling',neutral
'\"$TSO Trader\'s Round Up – Chimera Investment Corporation (NYSE:CIM), American ... \"',neutral
'$KMB Estate planning workshop',neutral
'\"Commented on: \"\"Apple: $500 A Share Soon To Be In The Rearview Mirror\"\" $AAPL\"',neutral
'Mid-Morning Update: Markets Rise; $JPM Posts Upbeat Core Earnings $ENV $GPS $MU',neutral
'RT @TweetLeni: $PSX 2.06 we\'re almost at the 200 dma here',neutral
'$WMB Diamondback Energy Inc (FANG): Here Is Why Diamondback Energy Is Not A ...',neutral
'$DE AgJunction Shares Excitement for John Deere API',neutral
'$MMM 3M CO : 3M Cloud Library Introduces &quot;Buy and Donate&quot; Program Supported by ...',neutral
'$NTAP NetApp, Inc. (NTAP) Ex-Dividend Date Scheduled for October 17, 2013',neutral
'$STT Tulikivi Corporation: Supplement to Tulikivi Corporation\'s Prospectus',neutral
'@CNBC RT Following our PROP $AAPL Algo for today Side:BUY #NextTrade #HFT $VIX $SPY $QQQ',neutral
'1/1buying $AAPL 515 calls here to create 510 cO2B',neutral
'RT @s_camtx: #pray #SaveLockysDad @NickAuden may all involved in the brain surgery be blessed Sign/RT #and?',neutral
'Actually, I think $JPM made $93 mln on that Feb. 29 trade... So fine was $100 mln. Seems worth risk/reward, right?',neutral
'BLOCK TRADE detected in $JPM',neutral
'Closed my Long position in $HOG for +129',neutral
'$ECL has crossed the Long Level Up To Learn More',neutral
'$WFM Stocks Buzz: Fortinet Inc (NASDAQ:FTNT), Whole Foods Market, Inc., Trimble ...',neutral
'$GOOG Google gives everyone an endorsement deal - MarketWatch',neutral
'HP, Amazon giving techs a lift Friday morning, but Apple is in thye red $hpq $amzn $aapl',neutral
'$UBNT $GS hod.',neutral
'$CME CME Group Inc (CME): CME Group: Will It Achieve Liquidity With LME-Rival ...',neutral
'\"$ADM Volatile Movements: Archer Daniels Midland Company (NYSE:ADM), Direxion ... \"',neutral
'$PCLN booked here +15 pts  ~1.1\%',neutral
'$RF Traders Recap - Groupon Inc (NASDAQ:GRPN), Regions Financial Corporation ...',neutral
'iPhones sold in HK won\'t get China warranty $AAPL',neutral
'\"$ADI Disposable Medical Devices Sensors Market (Biosensor, Image sensor ... \"',neutral
'$EQR Brandywine, Shooshan Co. JV to Develop 427 KSF Office Building in Arlington, Va.',neutral
'$ALXN Update on BioDelivery Sciences Bunavail',neutral
'$ETFC E*TRADE Financial Corporation Announces Third Quarter 2013 Earnings ...',neutral
'$OMC Europe Earnings: ASML, Anite, Danone, IMI, Publicis, LVMH, Smiths News',neutral
'$JPM [$$] Mortgage-Relief Settlement Monitor Says Banks Have Paid Bulk',neutral
'$WAT Local Anglers\' Chenier\'s, Plourde look to leave mark',neutral
'BENETEAU : La Prestige 450 fait partie des 5 finalistes pour le Prix du Nautic Motor Boat Design Award ! $BEN',neutral
'\"$TGT \"\"IDB Holding Corporation, Ltd. - Mergers & Acquisitions (M&A), Partnerships ... \"',neutral
'$GD Chris Chaney of Jane\'s Addiction',neutral
'\"$EXPE Why Attracting Investors?: Antares Pharma Inc (NASDAQ:ATRS), Vale SA (ADR ... \"',neutral
'$PEP PepsiCo\'s profit edges up on snacks; drinks falter',neutral
'$MS We Like Blackrock and Morgan Stanley: Grisanti',neutral
'$WM The President Taft diet: Learning from America\'s heaviest leaders',neutral
'\"$DFS Hot Stock\'s Alert: America Movil SAB de CV (ADR)(NYSE:AMX), Fifth Third ... \"',neutral
'$AMD cracked 4',neutral
'RT @TradersCom: Takes out the weekly crapshoot in #natgas and $CL puts the #HFT and cowboys on hold :) RT @dmiller23: @TradersCom jesus',neutral
'$BLL EVSC Hosting Healthy Living Workshop',neutral
'\"$UTX Trader\'s Round Up: International Business Machines Corp. (NYSE:IBM), iShares ... \"',neutral
'$GS Earnings Preview: Bank of America Corp (BAC), Goldman Sachs Group Inc (GS ...',neutral
'U R ALL SWAGGER JAGGERS I AM THE $WAG KING',neutral
'$THC Breach Guilty Plea Leads Roundup',neutral
'$SBUX moving',neutral
'$JOY Joy Global Inc. (JOY): Joy Global&#39;s Valuation And Cash Flow Generation Make It ...',neutral
'$MSFT enters 35\'s and what a nice looking candle will be on daily...',neutral
'The Coca-Cola Company (NYSE:KO): Why It\'s A â€œBuyâ€? Now $KO',neutral
'Mom saw ad for cars on TV in OR today. For a time, they are taking any # of things in trade for a new car: jewelry, guns, RVs $F $GM $TM',neutral
'\"BTO $CMG 440 Oct/Octwk4 440 calls @1.00 debit, looking for volatilty skew to pay. \"',neutral
'$CTAS Radio One names new Cincinnati manager',neutral
'Audika : les revenus sur neuf mois seront d‚voil‚s ce soir #bourse #finance $ADI',neutral
'$MTB M&T Bank Corporation Announces Third Quarter Earnings Conference Call..',neutral
'Indha aruva kedacha nenga enna pannuvenga. . . . ?$an',neutral
'\"$STI Trend Analysis Report: CenturyLink, Inc. (NYSE:CTL), SunTrust Banks, Inc ... \"',neutral
'FedEx Corporation: The stock is testing its highs. $FDX',neutral
'$AGNC $AMGN $CTRP $HIMX $SRC  autocharts ',neutral
'$SWN News Review: NVIDIA Corporation (NASDAQ:NVDA), Southwestern Energy ...',neutral
'$PBCT Wounded Republicans prepare for new congressional combat, starting with ...',neutral
'$ESRX Catamaran, Express Scripts May Get ObamaCare Boost',neutral
'$SCTY $FSLR Stocks with call strike movement; FSLR SCTY: Full Story',neutral
'?@YellowTayy_: ?@HoesLove_Niyyah: Couldnt $aee it NO 6ETTER Then Thiss !! ???',neutral
'$TSS Volume Actives - Bank of Ireland (ADR) (NYSE:IRE), Infoblox Inc (NYSE:BLOX ...',neutral
'#fact: If $f in R[a,b]$, then $f$ has... #math',neutral
'BLOCK TRADE detected in $CAT',neutral
'$DOW 10 things you need to know today',neutral
'$WAG WALGREEN COMPANY : Walgreens Offering Free Plan Reviews, Other ...',neutral
'$COF PNC Financial Beats Q3 Earnings Estimates',neutral
'$MCO AXA Insurance Ltd -- Moody\'s changes the outlook of AXA\'s Irish subsidiary, AXA Insurance Ltd, to stable from negative...',neutral
'$ADI Review: Samsung Galaxy Gear',neutral
'$MCD Nov Block Trade: 619 trade. ~$5.8 MM notional value.',neutral
'$MCO Moody\'s: Newfoundland CLO I Limited ratings unaffected by trust deed amendments',neutral
'RT @DailyTicker: $SBUX Plea to Customers: Help End the #Shutdown! #debtceiling',neutral
'PHONE CHARM $WAG',neutral
'Is it Time for Markets to Eye the Political Squabble? #Intel',neutral
'\"$HST Bars and clubs listings: Oct. 11-17, 2013',neutral
'@karenfinerman $ABT a value-trap?',neutral
'Unusual volume: $JPM $LLEN $RSOL $SCTY $SWY $TWGP #stocks',neutral
'\"$MRK Intranasal Drug Delivery Applications Market - Global Industry Analysis, Size ... \"',neutral
'Netflix $nflx went to neutral after yesterday\'s close.',neutral
'Buffett plays to his fans on CNBC $AAPL',neutral
'RT @Benzinga: Goldman Sachs Upgrades Johnson & Johnson Based on Solid Pharma Business $JNJ',neutral
'$AAPL Apple Inc. (NASDAQ:AAPL) ? New Offering On Cards - WallStreetPR',neutral
'RT @tlmontana: $AAPL 497.38-.68 important with 494.82 close or better constructive for a 500 Print',neutral
'$WMT Buzz Stocks: Apple Inc. (AAPL), Intel Corporation (INTC), Wal-Mart Stores, Inc ...',neutral
'RT @JGreenDC: $horter @EWErickson: Don\'t you dare call u$ out for $cheme to rai$e money for $CF and Heritage Action. Donate here',neutral
'Isabel is Long on $INTU at #NASDAQ. Our profit 3.97\%. Target price $73.58. More info on #stocks',neutral
'$DVN Coalition split over green energy',neutral
'\"RT @WVFeministArmy: \"\"His oncologist says he must have the drug now to survive,\"\" said his wife, @AmyAuden …#savelocky… \"',neutral
'\"Damn $NFLX I was 1 day too soon with my \"\"inverse H&S to 320\"\" tweets on Friday. Thought it could pull it off already then. \"',neutral
'$SEE Explore fresh hazelnut offerings',neutral
'$RHI The Rock and Roll Hall of Fame Announces Nominees For 2014 Induction',neutral
'$JPM India tries to break into influencial bond index',neutral
'$PCLN Early Briefing and Review: TiVo Inc., Builders FirstSource Inc.,',neutral
'',neutral
'RT @Sassy_SPY: October Expiration Week & Open Interest - $VIX $SPY $AAPL $AMZN $CMG $FB $GOOG $LNKD $NFLX $PCLN $TSLA',neutral
'That core $WMT consumer really continues to live paycheck to paycheck $$',neutral
'$ATI Universal Stainless & Alloy Products Looking For Improving Markets And Mix ...',neutral
'Rumors floating of $XOM for $CHK',neutral
'Article de la semaineK3A - Drapeau droit 3m308,10 $CAAucune quantit?minimum requise...',neutral
'$CMG 5yr perspective. at imp levels here. will post 2yr for more detailed look in a sec. no pos yet.',neutral
'In $NFLX Oct 325s.',neutral
'Is this the road w/ pot of gold at end for online advertisers? $GOOG Sets Plan to Sell Users? Endorsements:',neutral
'\"$AAPL Reliance Communications to sell iPhone 5c for Rs 41900, iphone 5s for Rs ... - Economic Times \"',neutral
'Non-core asset pruning continues at #Dow Chemical with $500M sale to W.R. Grace: $GRA',neutral
'RT @MarketCurrents A roundup of tech ratings changes $JNPR',neutral
'$MON has crossed the Long Level Up To Learn More',neutral
'$MA is almost 700 dollaz... I want her to swing from my left testicle... Did I say that out loud???',neutral
'\"$WMT Traders Recap: Wal-Mart Stores, Inc.(NYSE:WMT), Teva Pharmaceutical ... \"',neutral
'Apple applies to trademark the term \"startup\" in Malaysia. $AAPL',neutral
'@petenajarian @PetesAssistant @CNBCFastMoney $F with earnings at months end and china sales surging 61\% buy or sell?',neutral
'$UNP Will earnings kill or feed the bull?',neutral
'$DG Dollar General passes on Ettline',neutral
'$AA tweezer tops on daily into that $8.42 the last 2 days which was just over the 200day sma / key resistance if clears then $9+',neutral
'$DNB PetMed Express D/B/A 1-800-PetMeds to Announce Its Second Quarter ...',neutral
'$FDX nice cup and handle on the 5 minute here. Solid R/S',neutral
'RT @SwatOptions: $NFLX for 320\'s sooon',neutral
'$RHI RHIs Protiviti amp; Xchanging Collaborate',neutral
'$AAPL $499.84 men f”r fan?',neutral
'$PSX Phillips 66 to Announce Third-Quarter Financial Results',neutral
'$GS Hedge Fund Select clients are only required to plunk down $500,000 compared with a minimum of $1 to $5 million',neutral
'“@kcogs94: @pemmmy_15 its okay ive got enough $wag for the ride” @MarthaCrowley .... #why',neutral
'\"Columbus Day, se publicaran cerca de 70 reportes. Destacan: $KO $CITI $BOFA $GS $GOOG $MS $AXP $J&J $GE $PM \"',neutral
'Unless you stay focused on the advancers/leaders today..  $AAPL over 497 can get to 505 IMHO..',neutral
'What to like about Chipotle $CMG',neutral
'$RRC Inclusive Analysis Of: ProShares Trust II (NYSEARCA:VIXY), Cardero Resources ...',neutral
'RT @jobun: .@DrOz 1000s of people ask why $MRK has not given @NickAuden access 2 #PD1 yet. @Merck #savelockysdad?',neutral
'Inhaling $wag',neutral
'$ABT Generic Viagra Pfizer Online Pharmacy Cheap For sale',neutral
'$JEC Jacobs Engineering Group Stock Rating Reaffirmed by Stifel Nicolaus (JEC)',neutral
'RT @WVFeministArmy: Tweet 4 @NickAuden It\'s in the middle of the night BUT THIS IS IMPORTANT needs2?',neutral
'#Chesapeake to record $70M in charges related to #layoffs @cityofarlington',neutral
'$NFLX out half NFLX 315 Oct Calls at $7.65 for 9.6\%',neutral
'buy on the way down and sell on the way up #optiontrading $AAPL $FB $SPY $GOOG',neutral
'$DOW Oct Block Trade: 513 trade. ~$2.1 MM notional value.',neutral
'$WY Technical Study: Weyerhaeuser Co., ABB Ltd, Tenaris S.A., and Taser Intl. Inc.',neutral
'$PNC Stock Market News for October 11, 2013',neutral
'\"@jonfortt what do you make of $intc, $appl, $msft all w p/e\'s in the $12 range? \"',neutral
'RT @s_camtx: #shesback :) #SaveLockysDad @NickAuden give the drug PD1 via #CompassionateUse Sign/RT #andis?',neutral
'$DTV &#39;Full Circle&#39; Brings Neil LaBute to DirecTV',neutral
'Senior Barclays banker takes time off for stress $LLOY',neutral
'$YHOO is an investment holding company with a website on the side.',neutral
'BAC - broke out of pennant on the 1 minute chart. $BAC $ICA',neutral
'$RSG Trend Analysis Report on - Skystar Bio-Pharmaceutical Company (NASDAQ ...',neutral
'$LLY MannKind asks for approval of inhaled insulin',neutral
'$TWC THE ZACKS ANALYST BLOG HIGHLIGHTS:Deckers Outdoor, Arris Enterprises ...',neutral
'$TSS Yum! Brands Given “Neutral” Rating at Citigroup Inc. (YUM)',neutral
'Commented on: \"Clean Energy: What Was Piper Thinking?\" $CMI',neutral
'Plastic Omnium : le titre accÃ©lÃ¨re aprÃ¨s les revenus trimestriels #bourse #finance $POM',neutral
'$BLL Comment: Today\'s RPI increase demonstrates the need for business rates reform',neutral
'Google will start using your picture to sell products to friends $FB',neutral
'$AMGN $BBY $FDX $FSLR $KERX $MTG $QLIK  autocharts ',neutral
'$MU daily (stock is still far above the cloud)- #stockcharts',neutral
'$PGR THE PROGRESSIVE CORPORATION : Progressive 3rd-Quarter Net Down 16 ...',neutral
'Send questions for Yahoo Q&A via Twitter tagged #YHOOearnings or to yhooearnings@yahoo-inc.com before noon Pacific/3 p.m. Eastern. $YHOO',neutral
'@quietspectator do you think the towers that $T owns are only used for their own network?',neutral
'\"$QCOM Insider Trading Research for NetApp, QUALCOMM, Autodesk, Amarin, Freeport ... \"',neutral
'$JPM JPMorgan to pay $100 mln to settle CFTC charges on Whale trades',neutral
'\"@billgunderson Bill, Saturday\'s Barron\'s editorial quotes Fred Hickey dissing $PCLN. Per the app, $PCLN still has value & grth. Comments? \"',neutral
'RT @MarketCurrents Receptos rallies on Celgene, Teva buyout rumors $TEVA',neutral
'@ayyyyyj $WAG',neutral
'$DFS An Industry First - MoneyShow and The New Orleans Investment Conference ...',neutral
'RT @delroth_: PHP: $a = \'2d9\'; $a++; $a++; guess the new value of $a',neutral
'\"$ORCL News Review: The Coca-Cola Company (NYSE:KO), Oracle Corporation ... \"',neutral
'don\'t h8 on ma $wag',neutral
'RT @WVFeministArmy: $BMY Looking for you to be a #WhiteKnight for @NickAuden and his young family. Please allow #CompassionateUse of #BMS #?',neutral
'\"RT @MarketCurrents Apple roundup: 2014 products, 5S/5C split, 5S ship times $AAPL\"',neutral
'$AMT has crossed the Long Level Up To Learn More',neutral
'$CMCSA ASPIRAâ€™s Charter School in South Miami-Dade Provides 250 Comcast Internet Essentials Opportunity Cards to Its Students...',neutral
'$GE GENERAL ELECTRIC COMPANY : GE Introduces Exclusive ArcWatch ...',neutral
'Have you heard ?Madeon - The City (ItsFullMusic $wag Overloaded Cover)? by Full Music on #SoundCloud?',neutral
'$wag  @PrattzZach',neutral
'A 3-D Printer In Every Home? $XRX',neutral
'$HOT - New Sheraton Hotel and Conference Center Slated to Open in McKinney, Texas',neutral
'\"$SNDK Ahead Of Earnings: Smart Money Tells You What To Do [eBay Inc, American ...  \"',neutral
'$MA a beauty from my call yesterday. Did you get in? =)',neutral
'K $l',neutral
'$AAPL 494.26 is fib 37\%',neutral
'\"RT @sallyshin: What\'s $AAPL cookin up in Cupertino? They tapped @YSL CEO Deneve this summer, & now @AngelaAhrendts of Burberry? We\'ll discu? \"',neutral
'$NUE booked here 2.57\%',neutral
'Look for leaders among this year\'s laggards. Could $XOM & $X be 2014 equivalent of $BBY & $HPQ? Buzz column in @MONEY',neutral
'\"$LM T. Rowe Price Group\'s \"\"Neutral\"\" Rating Reaffirmed at Susquehanna (TROW)',neutral
'\"Coca-Cola, Citigroup And Johnson & Johnson Release Earnings- $YHOO \"',neutral
'$CELG has crossed the Long Level Up To Learn More',neutral
'$KO The Coca-Cola Company (KO): Coca-Cola: Sometimes You Can&#39;t Beat A Classic',neutral
'Idea of the week: are $NFLX valuations of its shares justified?',neutral
'$VZ gonna have to make some decisions come soon',neutral
'$GOOG Square Cash Goes Head To Head With Venmo And Google Wallet To Allow ... - TechCrunch',neutral
'$MU Micron Technology, Inc. (NASDAQ:MU) Hires Thomas Snodgrass As New Vice ...',neutral
'\"$MSFT For Samsung, All Roads Lead Away From Android \"',neutral
'\"For real estate on Comcast boxes, $NFLX has competition. $CMCSA also in talks w/ other online video guys for app deal \"',neutral
'$GS wedge breakout to the upside, very strong buy pressure this AM',neutral
'$ACAD $CELG $ETFC $FDX $FSLR $KERX $MPO $NBG $NPSP $PXD $RMTI $SRC $SYNA $WLT  autocharts ',neutral
'RT @michaelbabad: Morning briefing: Investors cross their fingers for deal in U.S. $MAC?',neutral
'$RTN 5 Dividend Stocks Focused on Defense',neutral
'$HST AAA Southern New England Hosts First-Ever Fall Travel Show to Provide ...',neutral
